datetime_local,temperature_f,apparent_temperature_f,precipitation_inch,rain_inch,snowfall_inch,snow_depth_inch,weather_code,weather_description,wind_speed_mph,wind_gusts_mph,relative_humidity_pct,visibility_ft
2025-01-01T00:00,45.6,39.5,0.146,0.146,0.0,0.0,63,Moderate rain,10.7,22.4,94,
2025-01-01T01:00,46.9,41.8,0.035,0.035,0.0,0.0,53,Moderate drizzle,9.3,23.7,96,
2025-01-01T02:00,47.6,44.7,0.0,0.0,0.0,0.0,3,Overcast,4.8,18.1,97,
2025-01-01T03:00,48.0,45.1,0.0,0.0,0.0,0.0,3,Overcast,5.4,10.1,99,
2025-01-01T04:00,48.0,45.1,0.0,0.0,0.0,0.0,3,Overcast,5.5,10.3,98,
2025-01-01T05:00,47.0,43.5,0.0,0.0,0.0,0.0,3,Overcast,6.2,11.6,99,
2025-01-01T06:00,46.5,41.5,0.0,0.0,0.0,0.0,1,Mainly clear,9.1,18.1,97,
2025-01-01T07:00,43.9,38.5,0.0,0.0,0.0,0.0,1,Mainly clear,8.6,18.6,96,
2025-01-01T08:00,41.6,36.0,0.0,0.0,0.0,0.0,0,Clear sky,7.8,17.4,96,
2025-01-01T09:00,44.6,39.8,0.0,0.0,0.0,0.0,0,Clear sky,7.7,14.8,96,
2025-01-01T10:00,46.4,41.7,0.0,0.0,0.0,0.0,0,Clear sky,7.6,17.7,92,
2025-01-01T11:00,48.8,44.6,0.0,0.0,0.0,0.0,0,Clear sky,7.3,17.2,88,
2025-01-01T12:00,50.6,44.9,0.0,0.0,0.0,0.0,1,Mainly clear,9.6,22.6,76,
2025-01-01T13:00,51.7,45.6,0.0,0.0,0.0,0.0,2,Partly cloudy,9.8,22.6,69,
2025-01-01T14:00,51.2,43.8,0.0,0.0,0.0,0.0,3,Overcast,12.1,27.3,67,
2025-01-01T15:00,47.1,38.4,0.0,0.0,0.0,0.0,3,Overcast,14.1,32.0,71,
2025-01-01T16:00,43.7,34.2,0.0,0.0,0.0,0.0,2,Partly cloudy,14.4,34.4,70,
2025-01-01T17:00,42.2,32.8,0.004,0.004,0.0,0.0,51,Light drizzle,13.7,35.3,71,
2025-01-01T18:00,41.2,32.0,0.004,0.004,0.0,0.0,51,Light drizzle,12.8,31.3,71,
2025-01-01T19:00,40.6,31.2,0.0,0.0,0.0,0.0,0,Clear sky,12.7,28.9,67,
2025-01-01T20:00,40.2,30.5,0.0,0.0,0.0,0.0,0,Clear sky,12.7,28.9,63,
2025-01-01T21:00,41.1,31.1,0.0,0.0,0.0,0.0,0,Clear sky,13.1,29.3,58,
2025-01-01T22:00,40.0,29.6,0.0,0.0,0.0,0.0,0,Clear sky,13.2,30.0,54,
2025-01-01T23:00,38.8,28.7,0.0,0.0,0.0,0.0,0,Clear sky,12.2,29.8,53,
2025-01-02T00:00,38.1,28.3,0.0,0.0,0.0,0.0,0,Clear sky,11.6,27.3,56,
2025-01-02T01:00,37.5,27.9,0.0,0.0,0.0,0.0,0,Clear sky,11.4,25.9,60,
2025-01-02T02:00,36.7,26.7,0.0,0.0,0.0,0.0,0,Clear sky,12.0,26.8,58,
2025-01-02T03:00,35.9,26.0,0.0,0.0,0.0,0.0,0,Clear sky,11.7,27.1,61,
2025-01-02T04:00,35.3,25.8,0.0,0.0,0.0,0.0,0,Clear sky,11.1,26.4,65,
2025-01-02T05:00,35.1,25.7,0.0,0.0,0.0,0.0,1,Mainly clear,10.7,24.8,66,
2025-01-02T06:00,34.5,25.1,0.0,0.0,0.0,0.0,0,Clear sky,10.7,24.2,65,
2025-01-02T07:00,33.5,23.7,0.0,0.0,0.0,0.0,0,Clear sky,11.4,25.5,65,
2025-01-02T08:00,32.9,23.3,0.0,0.0,0.0,0.0,0,Clear sky,10.6,25.3,65,
2025-01-02T09:00,35.7,25.9,0.0,0.0,0.0,0.0,0,Clear sky,11.3,26.2,60,
2025-01-02T10:00,37.4,27.8,0.0,0.0,0.0,0.0,0,Clear sky,11.2,26.6,59,
2025-01-02T11:00,39.2,29.6,0.0,0.0,0.0,0.0,0,Clear sky,11.3,25.9,56,
2025-01-02T12:00,40.5,29.2,0.0,0.0,0.0,0.0,0,Clear sky,14.9,35.6,50,
2025-01-02T13:00,41.0,29.1,0.0,0.0,0.0,0.0,2,Partly cloudy,16.0,35.8,46,
2025-01-02T14:00,41.5,30.0,0.0,0.0,0.0,0.0,2,Partly cloudy,14.7,36.0,44,
2025-01-02T15:00,41.6,29.7,0.0,0.0,0.0,0.0,2,Partly cloudy,15.4,35.1,40,
2025-01-02T16:00,40.3,29.8,0.0,0.0,0.0,0.0,3,Overcast,12.2,38.7,44,
2025-01-02T17:00,38.3,27.4,0.0,0.0,0.0,0.0,3,Overcast,13.0,29.8,46,
2025-01-02T18:00,36.1,25.6,0.0,0.0,0.0,0.0,1,Mainly clear,12.1,30.0,50,
2025-01-02T19:00,35.2,25.0,0.0,0.0,0.0,0.0,2,Partly cloudy,11.3,27.5,52,
2025-01-02T20:00,34.5,24.5,0.0,0.0,0.0,0.0,1,Mainly clear,11.1,25.7,54,
2025-01-02T21:00,35.0,24.3,0.0,0.0,0.0,0.0,2,Partly cloudy,12.5,28.2,52,
2025-01-02T22:00,34.4,24.0,0.0,0.0,0.0,0.0,2,Partly cloudy,11.9,28.2,53,
2025-01-02T23:00,33.4,23.8,0.0,0.0,0.0,0.0,1,Mainly clear,10.0,26.6,57,
2025-01-03T00:00,32.5,23.3,0.0,0.0,0.0,0.0,0,Clear sky,9.1,22.1,60,
2025-01-03T01:00,31.7,22.2,0.0,0.0,0.0,0.0,0,Clear sky,9.9,21.5,60,
2025-01-03T02:00,30.9,20.8,0.0,0.0,0.0,0.0,0,Clear sky,10.8,24.2,57,
2025-01-03T03:00,30.5,20.3,0.0,0.0,0.0,0.0,0,Clear sky,10.7,25.5,57,
2025-01-03T04:00,30.2,20.3,0.0,0.0,0.0,0.0,0,Clear sky,10.2,24.4,58,
2025-01-03T05:00,29.8,20.1,0.0,0.0,0.0,0.0,0,Clear sky,9.6,22.8,59,
2025-01-03T06:00,29.5,20.3,0.0,0.0,0.0,0.0,0,Clear sky,8.5,21.5,60,
2025-01-03T07:00,29.2,20.4,0.0,0.0,0.0,0.0,0,Clear sky,7.7,19.2,62,
2025-01-03T08:00,28.9,20.4,0.0,0.0,0.0,0.0,0,Clear sky,7.1,17.2,65,
2025-01-03T09:00,31.2,23.0,0.0,0.0,0.0,0.0,0,Clear sky,6.7,14.8,62,
2025-01-03T10:00,33.0,24.5,0.0,0.0,0.0,0.0,0,Clear sky,7.6,20.1,59,
2025-01-03T11:00,34.4,25.5,0.0,0.0,0.0,0.0,0,Clear sky,8.6,20.6,56,
2025-01-03T12:00,36.0,25.9,0.0,0.0,0.0,0.0,1,Mainly clear,11.1,26.4,50,
2025-01-03T13:00,36.4,26.9,0.0,0.0,0.0,0.0,2,Partly cloudy,9.9,26.4,51,
2025-01-03T14:00,37.4,27.8,0.0,0.0,0.0,0.0,2,Partly cloudy,10.1,24.2,49,
2025-01-03T15:00,37.6,28.1,0.0,0.0,0.0,0.0,1,Mainly clear,9.8,24.4,49,
2025-01-03T16:00,37.9,28.3,0.0,0.0,0.0,0.0,3,Overcast,9.9,24.4,47,
2025-01-03T17:00,37.4,29.5,0.0,0.0,0.0,0.0,3,Overcast,6.5,25.1,52,
2025-01-03T18:00,36.0,28.2,0.0,0.0,0.0,0.0,3,Overcast,6.3,14.8,57,
2025-01-03T19:00,34.7,26.9,0.0,0.0,0.0,0.0,3,Overcast,6.4,14.1,60,
2025-01-03T20:00,33.4,25.8,0.0,0.0,0.0,0.0,3,Overcast,5.9,14.3,63,
2025-01-03T21:00,30.7,23.2,0.0,0.0,0.0,0.0,1,Mainly clear,5.5,12.5,67,
2025-01-03T22:00,30.0,22.1,0.0,0.0,0.0,0.0,3,Overcast,6.3,13.9,67,
2025-01-03T23:00,29.6,21.5,0.0,0.0,0.0,0.0,0,Clear sky,6.3,14.1,66,
2025-01-04T00:00,29.3,20.8,0.0,0.0,0.0,0.0,0,Clear sky,7.2,15.7,65,
2025-01-04T01:00,28.9,19.9,0.0,0.0,0.0,0.0,0,Clear sky,8.4,18.3,63,
2025-01-04T02:00,28.9,19.4,0.0,0.0,0.0,0.0,0,Clear sky,9.1,20.4,58,
2025-01-04T03:00,28.5,19.0,0.0,0.0,0.0,0.0,3,Overcast,9.0,20.8,59,
2025-01-04T04:00,29.1,19.6,0.0,0.0,0.0,0.0,3,Overcast,9.2,21.0,59,
2025-01-04T05:00,29.7,19.7,0.0,0.0,0.0,0.0,2,Partly cloudy,9.9,22.6,54,
2025-01-04T06:00,28.8,18.1,0.0,0.0,0.0,0.0,2,Partly cloudy,10.8,24.4,47,
2025-01-04T07:00,28.0,17.4,0.0,0.0,0.0,0.0,0,Clear sky,11.0,25.3,50,
2025-01-04T08:00,27.7,16.9,0.0,0.0,0.0,0.0,0,Clear sky,11.2,25.7,51,
2025-01-04T09:00,29.3,19.3,0.0,0.0,0.0,0.0,1,Mainly clear,9.9,24.2,54,
2025-01-04T10:00,30.7,20.2,0.0,0.0,0.0,0.0,2,Partly cloudy,11.5,22.8,55,
2025-01-04T11:00,31.6,19.6,0.0,0.0,0.0,0.0,2,Partly cloudy,14.3,33.6,48,
2025-01-04T12:00,31.8,20.3,0.0,0.0,0.0,0.0,3,Overcast,13.3,33.6,47,
2025-01-04T13:00,31.2,19.4,0.0,0.0,0.0,0.0,3,Overcast,14.0,32.2,47,
2025-01-04T14:00,31.5,18.7,0.0,0.0,0.0,0.0,2,Partly cloudy,15.7,36.0,41,
2025-01-04T15:00,31.6,19.2,0.0,0.0,0.0,0.0,1,Mainly clear,14.6,37.1,40,
2025-01-04T16:00,31.1,18.6,0.0,0.0,0.0,0.0,3,Overcast,15.1,35.6,41,
2025-01-04T17:00,30.0,18.9,0.0,0.0,0.0,0.0,2,Partly cloudy,11.8,37.1,44,
2025-01-04T18:00,29.0,18.3,0.0,0.0,0.0,0.0,3,Overcast,10.9,26.6,45,
2025-01-04T19:00,28.9,18.5,0.0,0.0,0.0,0.0,2,Partly cloudy,10.1,24.6,45,
2025-01-04T20:00,28.5,18.1,0.0,0.0,0.0,0.0,1,Mainly clear,10.1,23.3,46,
2025-01-04T21:00,28.8,18.5,0.0,0.0,0.0,0.0,0,Clear sky,9.7,21.7,46,
2025-01-04T22:00,28.1,17.8,0.0,0.0,0.0,0.0,0,Clear sky,10.1,23.0,47,
2025-01-04T23:00,27.8,17.4,0.0,0.0,0.0,0.0,0,Clear sky,10.1,23.5,48,
2025-01-05T00:00,27.1,16.9,0.0,0.0,0.0,0.0,1,Mainly clear,9.5,22.8,50,
2025-01-05T01:00,26.5,16.5,0.0,0.0,0.0,0.0,1,Mainly clear,9.2,21.7,49,
2025-01-05T02:00,26.2,15.9,0.0,0.0,0.0,0.0,1,Mainly clear,9.8,22.1,49,
2025-01-05T03:00,25.8,15.9,0.0,0.0,0.0,0.0,0,Clear sky,8.7,21.9,50,
2025-01-05T04:00,25.8,16.1,0.0,0.0,0.0,0.0,0,Clear sky,8.5,20.4,52,
2025-01-05T05:00,25.7,16.3,0.0,0.0,0.0,0.0,0,Clear sky,7.9,19.2,53,
2025-01-05T06:00,25.9,16.3,0.0,0.0,0.0,0.0,0,Clear sky,8.3,18.6,53,
2025-01-05T07:00,26.2,16.7,0.0,0.0,0.0,0.0,1,Mainly clear,8.2,19.0,52,
2025-01-05T08:00,26.2,16.6,0.0,0.0,0.0,0.0,3,Overcast,8.3,18.8,51,
2025-01-05T09:00,26.8,17.4,0.0,0.0,0.0,0.0,2,Partly cloudy,8.2,19.0,57,
2025-01-05T10:00,28.0,18.5,0.0,0.0,0.0,0.0,3,Overcast,8.6,19.7,56,
2025-01-05T11:00,29.4,18.9,0.0,0.0,0.0,0.0,3,Overcast,11.0,25.3,52,
2025-01-05T12:00,30.6,20.0,0.0,0.0,0.0,0.0,3,Overcast,11.3,26.8,51,
2025-01-05T13:00,31.2,20.5,0.0,0.0,0.0,0.0,3,Overcast,11.5,27.1,50,
2025-01-05T14:00,31.6,20.7,0.0,0.0,0.0,0.0,2,Partly cloudy,12.0,28.0,49,
2025-01-05T15:00,32.5,21.7,0.0,0.0,0.0,0.0,0,Clear sky,11.7,29.5,45,
2025-01-05T16:00,32.0,21.4,0.0,0.0,0.0,0.0,0,Clear sky,10.9,27.3,44,
2025-01-05T17:00,30.6,20.7,0.0,0.0,0.0,0.0,1,Mainly clear,9.2,25.3,47,
2025-01-05T18:00,28.9,19.6,0.0,0.0,0.0,0.0,0,Clear sky,8.2,21.7,51,
2025-01-05T19:00,28.4,19.4,0.0,0.0,0.0,0.0,2,Partly cloudy,7.5,17.9,54,
2025-01-05T20:00,28.2,18.9,0.0,0.0,0.0,0.0,2,Partly cloudy,8.3,18.3,56,
2025-01-05T21:00,28.5,19.4,0.0,0.0,0.0,0.0,3,Overcast,7.7,17.2,56,
2025-01-05T22:00,28.1,19.4,0.0,0.0,0.0,0.0,3,Overcast,7.2,17.0,59,
2025-01-05T23:00,28.0,19.5,0.0,0.0,0.0,0.0,3,Overcast,6.7,15.7,61,
2025-01-06T00:00,27.7,19.5,0.0,0.0,0.0,0.0,3,Overcast,6.1,14.8,64,
2025-01-06T01:00,27.4,19.4,0.0,0.0,0.0,0.0,3,Overcast,5.8,13.6,66,
2025-01-06T02:00,27.5,19.5,0.0,0.0,0.0,0.0,3,Overcast,5.9,12.8,67,
2025-01-06T03:00,27.7,19.9,0.0,0.0,0.0,0.0,3,Overcast,5.4,13.4,67,
2025-01-06T04:00,27.7,20.2,0.0,0.0,0.0,0.0,3,Overcast,4.9,11.6,69,
2025-01-06T05:00,27.8,21.0,0.0,0.0,0.0,0.0,3,Overcast,3.3,11.2,70,
2025-01-06T06:00,28.1,21.8,0.0,0.0,0.0,0.0,3,Overcast,2.5,7.2,73,
2025-01-06T07:00,28.3,22.3,0.0,0.0,0.0,0.0,3,Overcast,2.0,5.1,76,
2025-01-06T08:00,28.3,22.4,0.0,0.0,0.0,0.0,3,Overcast,1.9,5.4,78,
2025-01-06T09:00,28.3,22.3,0.004,0.0,0.028,0.0,71,Slight snowfall,2.4,6.7,79,
2025-01-06T10:00,28.5,22.9,0.004,0.0,0.028,0.0,71,Slight snowfall,1.4,6.3,80,
2025-01-06T11:00,28.9,23.7,0.008,0.0,0.055,0.0,71,Slight snowfall,0.6,5.1,79,
2025-01-06T12:00,28.9,23.8,0.012,0.0,0.083,0.0,73,Moderate snowfall,0.6,5.1,81,
2025-01-06T13:00,28.9,23.2,0.02,0.0,0.138,0.033,73,Moderate snowfall,1.8,6.3,83,
2025-01-06T14:00,28.9,23.2,0.012,0.0,0.083,0.033,73,Moderate snowfall,2.0,6.0,83,
2025-01-06T15:00,28.9,22.9,0.004,0.0,0.028,0.033,71,Slight snowfall,2.7,8.1,83,
2025-01-06T16:00,29.2,22.6,0.0,0.0,0.0,0.066,3,Overcast,4.2,9.8,82,
2025-01-06T17:00,29.3,22.3,0.0,0.0,0.0,0.066,3,Overcast,5.1,12.8,80,
2025-01-06T18:00,29.1,22.2,0.0,0.0,0.0,0.066,3,Overcast,4.8,12.1,80,
2025-01-06T19:00,27.9,19.6,0.0,0.0,0.0,0.066,3,Overcast,7.3,15.9,76,
2025-01-06T20:00,26.5,18.1,0.0,0.0,0.0,0.066,3,Overcast,7.2,16.6,74,
2025-01-06T21:00,25.3,16.0,0.0,0.0,0.0,0.066,3,Overcast,8.8,19.0,70,
2025-01-06T22:00,25.2,14.9,0.0,0.0,0.0,0.066,3,Overcast,10.7,23.7,67,
2025-01-06T23:00,23.7,13.1,0.0,0.0,0.0,0.066,3,Overcast,11.3,25.3,66,
2025-01-07T00:00,21.4,10.5,0.0,0.0,0.0,0.066,3,Overcast,11.4,26.6,66,
2025-01-07T01:00,19.1,8.1,0.0,0.0,0.0,0.066,3,Overcast,11.4,25.3,65,
2025-01-07T02:00,17.5,6.1,0.0,0.0,0.0,0.066,3,Overcast,12.1,26.6,64,
2025-01-07T03:00,16.6,4.5,0.0,0.0,0.0,0.066,3,Overcast,13.7,29.8,63,
2025-01-07T04:00,16.7,5.1,0.0,0.0,0.0,0.066,2,Partly cloudy,12.5,30.6,64,
2025-01-07T05:00,17.7,6.7,0.0,0.0,0.0,0.066,2,Partly cloudy,11.2,27.7,66,
2025-01-07T06:00,18.8,8.2,0.0,0.0,0.0,0.033,1,Mainly clear,10.2,24.4,66,
2025-01-07T07:00,19.0,8.9,0.0,0.0,0.0,0.033,3,Overcast,9.3,22.4,65,
2025-01-07T08:00,19.9,9.2,0.0,0.0,0.0,0.033,1,Mainly clear,10.7,23.5,64,
2025-01-07T09:00,21.2,10.3,0.0,0.0,0.0,0.033,0,Clear sky,11.5,25.5,65,
2025-01-07T10:00,22.4,11.5,0.0,0.0,0.0,0.033,3,Overcast,11.5,26.8,63,
2025-01-07T11:00,22.9,9.2,0.0,0.0,0.0,0.033,3,Overcast,18.4,39.6,63,
2025-01-07T12:00,24.4,13.0,0.0,0.0,0.0,0.033,3,Overcast,12.9,44.3,61,
2025-01-07T13:00,26.0,11.9,0.0,0.0,0.0,0.033,3,Overcast,19.4,44.5,58,
2025-01-07T14:00,26.2,12.4,0.0,0.0,0.0,0.033,3,Overcast,18.8,43.8,60,
2025-01-07T15:00,26.9,13.4,0.0,0.0,0.0,0.033,3,Overcast,18.2,41.6,60,
2025-01-07T16:00,26.5,14.2,0.0,0.0,0.0,0.033,3,Overcast,15.7,42.3,63,
2025-01-07T17:00,26.3,15.6,0.0,0.0,0.0,0.033,3,Overcast,11.5,38.9,60,
2025-01-07T18:00,25.8,14.6,0.0,0.0,0.0,0.033,2,Partly cloudy,12.9,30.4,63,
2025-01-07T19:00,25.9,15.1,0.0,0.0,0.0,0.033,3,Overcast,11.9,29.1,62,
2025-01-07T20:00,25.6,13.6,0.0,0.0,0.0,0.033,2,Partly cloudy,14.8,32.4,63,
2025-01-07T21:00,26.7,15.7,0.0,0.0,0.0,0.033,1,Mainly clear,11.8,30.0,54,
2025-01-07T22:00,26.1,15.5,0.0,0.0,0.0,0.033,3,Overcast,10.8,26.4,55,
2025-01-07T23:00,26.2,15.4,0.0,0.0,0.0,0.033,3,Overcast,11.3,25.5,55,
2025-01-08T00:00,26.1,16.1,0.0,0.0,0.0,0.033,3,Overcast,9.3,25.5,54,
2025-01-08T01:00,25.6,14.4,0.0,0.0,0.0,0.033,3,Overcast,12.2,26.4,54,
2025-01-08T02:00,25.4,14.0,0.0,0.0,0.0,0.033,1,Mainly clear,12.7,29.8,53,
2025-01-08T03:00,25.1,13.2,0.0,0.0,0.0,0.033,2,Partly cloudy,13.6,30.0,54,
2025-01-08T04:00,24.4,12.5,0.0,0.0,0.0,0.033,2,Partly cloudy,13.4,31.5,54,
2025-01-08T05:00,24.2,12.7,0.0,0.0,0.0,0.033,3,Overcast,12.5,30.0,53,
2025-01-08T06:00,24.3,13.5,0.0,0.0,0.0,0.033,3,Overcast,11.1,27.5,56,
2025-01-08T07:00,24.2,13.6,0.0,0.0,0.0,0.033,3,Overcast,10.6,24.8,57,
2025-01-08T08:00,23.5,13.0,0.0,0.0,0.0,0.033,1,Mainly clear,10.5,23.7,57,
2025-01-08T09:00,24.4,13.2,0.0,0.0,0.0,0.033,0,Clear sky,11.7,26.8,49,
2025-01-08T10:00,25.3,13.8,0.0,0.0,0.0,0.033,0,Clear sky,12.1,29.8,42,
2025-01-08T11:00,26.3,14.0,0.0,0.0,0.0,0.033,2,Partly cloudy,14.0,33.3,42,
2025-01-08T12:00,26.9,13.5,0.0,0.0,0.0,0.033,3,Overcast,16.6,38.7,43,
2025-01-08T13:00,27.2,14.5,0.0,0.0,0.0,0.033,1,Mainly clear,15.1,38.0,41,
2025-01-08T14:00,27.7,14.3,0.0,0.0,0.0,0.033,2,Partly cloudy,16.5,37.4,39,
2025-01-08T15:00,27.3,14.3,0.0,0.0,0.0,0.033,1,Mainly clear,15.5,38.5,37,
2025-01-08T16:00,26.2,13.3,0.0,0.0,0.0,0.033,1,Mainly clear,15.2,37.4,39,
2025-01-08T17:00,24.1,11.6,0.0,0.0,0.0,0.033,1,Mainly clear,14.3,34.7,43,
2025-01-08T18:00,21.9,10.0,0.0,0.0,0.0,0.033,0,Clear sky,12.9,34.0,46,
2025-01-08T19:00,20.8,9.1,0.0,0.0,0.0,0.033,1,Mainly clear,12.4,29.8,48,
2025-01-08T20:00,20.1,8.4,0.0,0.0,0.0,0.0,1,Mainly clear,12.3,28.6,49,
2025-01-08T21:00,22.1,10.1,0.0,0.0,0.0,0.0,2,Partly cloudy,13.1,29.8,46,
2025-01-08T22:00,21.7,10.6,0.0,0.0,0.0,0.0,2,Partly cloudy,11.1,30.4,49,
2025-01-08T23:00,21.1,10.1,0.0,0.0,0.0,0.0,1,Mainly clear,11.0,25.1,53,
2025-01-09T00:00,20.6,9.4,0.0,0.0,0.0,0.0,2,Partly cloudy,11.4,25.9,54,
2025-01-09T01:00,20.2,9.3,0.0,0.0,0.0,0.0,2,Partly cloudy,10.9,26.8,55,
2025-01-09T02:00,20.8,9.1,0.0,0.0,0.0,0.0,3,Overcast,12.6,28.0,53,
2025-01-09T03:00,21.2,8.7,0.0,0.0,0.0,0.0,3,Overcast,14.6,32.4,53,
2025-01-09T04:00,21.6,9.6,0.0,0.0,0.0,0.0,2,Partly cloudy,13.4,32.2,55,
2025-01-09T05:00,21.7,9.6,0.0,0.0,0.0,0.0,3,Overcast,13.6,30.6,54,
2025-01-09T06:00,21.7,9.5,0.0,0.0,0.0,0.0,3,Overcast,13.7,34.0,53,
2025-01-09T07:00,21.6,9.4,0.0,0.0,0.0,0.0,1,Mainly clear,13.7,33.8,52,
2025-01-09T08:00,21.6,9.5,0.0,0.0,0.0,0.0,1,Mainly clear,13.4,32.0,53,
2025-01-09T09:00,23.6,11.1,0.0,0.0,0.0,0.0,1,Mainly clear,14.8,33.6,52,
2025-01-09T10:00,24.5,12.4,0.0,0.0,0.0,0.0,1,Mainly clear,13.8,34.2,48,
2025-01-09T11:00,25.3,12.7,0.0,0.0,0.0,0.0,3,Overcast,15.0,34.9,44,
2025-01-09T12:00,26.5,14.0,0.0,0.0,0.0,0.0,1,Mainly clear,14.6,34.7,42,
2025-01-09T13:00,28.2,15.3,0.0,0.0,0.0,0.0,0,Clear sky,15.6,37.6,40,
2025-01-09T14:00,28.8,15.3,0.0,0.0,0.0,0.0,1,Mainly clear,17.0,39.8,42,
2025-01-09T15:00,28.9,15.6,0.0,0.0,0.0,0.0,1,Mainly clear,17.0,40.5,44,
2025-01-09T16:00,27.8,13.5,0.0,0.0,0.0,0.0,2,Partly cloudy,19.3,42.3,48,
2025-01-09T17:00,26.8,14.1,0.0,0.0,0.0,0.0,2,Partly cloudy,15.8,43.6,53,
2025-01-09T18:00,25.3,12.0,0.0,0.0,0.0,0.0,2,Partly cloudy,17.3,39.1,59,
2025-01-09T19:00,25.6,13.2,0.0,0.0,0.0,0.0,3,Overcast,15.3,39.8,59,
2025-01-09T20:00,25.3,12.4,0.0,0.0,0.0,0.0,3,Overcast,16.7,40.0,62,
2025-01-09T21:00,27.9,15.8,0.0,0.0,0.0,0.0,1,Mainly clear,14.9,34.4,59,
2025-01-09T22:00,28.2,16.3,0.0,0.0,0.0,0.0,1,Mainly clear,14.8,33.6,59,
2025-01-09T23:00,28.4,16.7,0.0,0.0,0.0,0.0,0,Clear sky,14.4,32.9,60,
2025-01-10T00:00,27.9,16.1,0.0,0.0,0.0,0.0,0,Clear sky,14.3,32.2,60,
2025-01-10T01:00,27.3,15.5,0.0,0.0,0.0,0.0,1,Mainly clear,14.3,32.2,60,
2025-01-10T02:00,26.8,14.9,0.0,0.0,0.0,0.0,1,Mainly clear,14.6,32.7,61,
2025-01-10T03:00,26.3,14.5,0.0,0.0,0.0,0.0,1,Mainly clear,14.3,32.9,62,
2025-01-10T04:00,26.2,14.7,0.0,0.0,0.0,0.0,1,Mainly clear,13.6,31.8,62,
2025-01-10T05:00,26.0,14.7,0.0,0.0,0.0,0.0,0,Clear sky,13.1,30.6,62,
2025-01-10T06:00,25.8,14.9,0.0,0.0,0.0,0.0,0,Clear sky,12.1,28.6,62,
2025-01-10T07:00,25.8,15.2,0.0,0.0,0.0,0.0,1,Mainly clear,11.3,26.6,61,
2025-01-10T08:00,25.4,15.0,0.0,0.0,0.0,0.0,0,Clear sky,10.7,24.8,62,
2025-01-10T09:00,27.5,17.3,0.0,0.0,0.0,0.0,3,Overcast,10.7,23.5,60,
2025-01-10T10:00,29.5,19.5,0.0,0.0,0.0,0.0,3,Overcast,9.9,25.5,54,
2025-01-10T11:00,31.3,21.8,0.0,0.0,0.0,0.0,2,Partly cloudy,8.7,23.5,49,
2025-01-10T12:00,34.2,24.9,0.0,0.0,0.0,0.0,0,Clear sky,7.9,21.5,43,
2025-01-10T13:00,36.5,27.2,0.0,0.0,0.0,0.0,0,Clear sky,8.1,20.4,38,
2025-01-10T14:00,37.7,28.5,0.0,0.0,0.0,0.0,2,Partly cloudy,8.1,21.3,39,
2025-01-10T15:00,37.9,29.1,0.0,0.0,0.0,0.0,3,Overcast,7.3,19.9,39,
2025-01-10T16:00,37.4,28.9,0.0,0.0,0.0,0.0,3,Overcast,6.6,17.7,40,
2025-01-10T17:00,35.5,27.8,0.0,0.0,0.0,0.0,3,Overcast,4.9,15.0,46,
2025-01-10T18:00,33.4,26.0,0.0,0.0,0.0,0.0,3,Overcast,4.2,10.5,51,
2025-01-10T19:00,32.1,24.6,0.0,0.0,0.0,0.0,3,Overcast,4.3,10.1,52,
2025-01-10T20:00,30.7,22.8,0.0,0.0,0.0,0.0,3,Overcast,5.3,10.7,53,
2025-01-10T21:00,32.4,25.0,0.0,0.0,0.0,0.0,3,Overcast,4.6,9.6,57,
2025-01-10T22:00,31.6,24.6,0.0,0.0,0.0,0.0,3,Overcast,3.7,9.8,60,
2025-01-10T23:00,31.5,25.2,0.0,0.0,0.0,0.0,3,Overcast,2.3,7.6,64,
2025-01-11T00:00,30.9,25.1,0.0,0.0,0.0,0.0,3,Overcast,1.7,4.5,71,
2025-01-11T01:00,30.7,24.8,0.0,0.0,0.0,0.0,3,Overcast,1.7,3.4,67,
2025-01-11T02:00,30.8,24.6,0.0,0.0,0.0,0.0,3,Overcast,2.5,5.4,67,
2025-01-11T03:00,29.9,24.7,0.024,0.0,0.165,0.0,73,Moderate snowfall,0.7,10.1,77,
2025-01-11T04:00,29.4,22.6,0.004,0.0,0.028,0.0,71,Slight snowfall,3.6,7.8,70,
2025-01-11T05:00,28.8,21.5,0.004,0.0,0.028,0.0,71,Slight snowfall,4.7,10.5,69,
2025-01-11T06:00,27.3,21.2,0.024,0.0,0.165,0.0,73,Moderate snowfall,2.5,10.3,81,
2025-01-11T07:00,27.1,21.4,0.016,0.0,0.11,0.0,73,Moderate snowfall,1.5,6.0,84,
2025-01-11T08:00,27.0,21.2,0.004,0.0,0.028,0.0,71,Slight snowfall,1.9,5.6,85,
2025-01-11T09:00,27.4,21.5,0.0,0.0,0.0,0.0,3,Overcast,2.2,5.6,83,
2025-01-11T10:00,28.1,22.0,0.0,0.0,0.0,0.0,3,Overcast,2.7,6.9,83,
2025-01-11T11:00,29.7,22.9,0.0,0.0,0.0,0.0,3,Overcast,4.5,10.5,79,
2025-01-11T12:00,31.1,23.9,0.0,0.0,0.0,0.0,3,Overcast,5.6,13.9,77,
2025-01-11T13:00,31.9,24.1,0.0,0.0,0.0,0.0,3,Overcast,6.9,16.8,73,
2025-01-11T14:00,32.2,23.9,0.0,0.0,0.0,0.0,3,Overcast,7.8,18.3,69,
2025-01-11T15:00,32.6,23.7,0.0,0.0,0.0,0.0,3,Overcast,9.5,21.9,68,
